# {"t_start": 1782311387.5549908, "env_id": "PctContinuous-v0"} 
r,l,t
11.874726,88,33304.637219
11.592234,86,33320.33207
11.249552,80,33334.424463
12.279844,91,33350.677735
12.832946,96,33368.448252
12.449737,94,33386.088547
11.021183,81,33400.79898
12.681122,91,33418.53901
11.22515,80,33433.470176
12.350548,87,33449.22817
12.260704,91,33465.877114
10.80853,72,33478.870958
12.157892,87,33495.654099
11.805558,87,33511.48128
11.523032,80,33526.493266
12.224573,89,33543.880342
11.174984,81,33558.481275
10.932941,82,33573.590226
11.936342,84,33589.725975
12.138669,92,33606.33085
12.048857,91,33623.445446
9.990756,76,33637.930869
10.808906,80,33652.272768
11.592904,86,33668.869207
12.186577,92,33686.513874
11.468794,85,33703.092456
12.21797,91,33719.945037
13.284571,98,33738.090712
11.149419,81,33752.701524
10.940661,76,33766.924318
12.858281,96,33784.469481
12.405239,93,33803.171895
